"sno_student","sno","data_type","questionnaire_type","school","age","gender","school_grade","consent_given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","final_coding","expectancies","value","value/intrinsic","value/utility","value/utility/daily life","value/utility/general","value/utility/learning utility","value/utility/other","value/utility/school utility","value/utility/social utility","value/utility/useless","costs","costs/effort","costs/emotional","costs/opportunity","costs/outside","goals","goals/evaluative","goals/family support","goals/mastery","goals/normative","goals/outcome","goals/social approval","goals/social concern","goals/social responsibility","goals/social status","other factors","consequence","statement_Kinyarwanda","statement_English","what_subjects_listed","subjects.demotivation","subjects.motivation","biology_demot","biology_mot","chemistry_demot","chemistry_mot","english_demot","english_mot","entrepreneurship_demot","entrepreneurship_mot","french_demot","french_mot","geography_demot","geography_mot","history_demot","history_mot","ict_demot","ict_mot","kinyarwanda_demot","kinyarwanda_mot","kiswahili_demot","kiswahili_mot","literature_demot","literature_mot","mathematics_demot","mathematics_mot","physics_demot","physics_mot","religion_demot","religion_mot","sports_demot","sports_mot","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
32,"m5_5_5","motivation","motivation","B",17,"male","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","general",NA,NA,"general",NA,NA,"agreement","general",NA,NA,NA,NA,NA,NA,"value/utility/general",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ni byiza cyane kuko gukora umwitozo bimfasha mu buzima bw'ejo hazaza","it is so good because doing exercises will help me in the future","biology,chemistry,geography","","Biology,Chemistry,Geography",NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.375,0.375,0.435,0.475,0.319,0.377,0.561,0.431,0.554,0.629,0.567,0.404,0.554,0.667,0.667,0.55
32,"m5_5_2","motivation","motivation","B",17,"male","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive","utility",NA,NA,"attainment",NA,NA,NA,"none","utility","not specified",NA,NA,"not specified",NA,NA,"agreement","other",NA,NA,NA,NA,NA,NA,"value/utility/other",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ni byiza cyane kuko umwitozo ari ingenzi mu mwigire yanjye","it is very good because exercise is essential in my studies","biology,chemistry,geography","","Biology,Chemistry,Geography",NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.375,0.375,0.435,0.475,0.319,0.377,0.561,0.431,0.554,0.629,0.567,0.404,0.554,0.667,0.667,0.55
32,"m5_5_7","motivation","motivation","B",17,"male","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","general","not specified",NA,"general","not specified",NA,"agreement","general/ other",NA,NA,NA,NA,NA,NA,"value/utility/general-value/utility/other",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uko nkora umwitozo bikomeza kumfasha mu myigire yanjye ndetse nicyo nzaba cyo","the more i do the exercises the more it keeps/continues to help me in my studies and what i will become","biology,chemistry,geography","","Biology,Chemistry,Geography",NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.375,0.375,0.435,0.475,0.319,0.377,0.561,0.431,0.554,0.629,0.567,0.404,0.554,0.667,0.667,0.55
32,"m5_5_3","motivation","motivation","B",17,"male","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility","different",NA,NA,"utility","different",NA,NA,"agreement","different/ utility","learning","social",NA,"learning","social",NA,"agreement","learning/ social","consequence",NA,"consequence",NA,"agreement","consequence","consequence-value/utility/learning utility-value/utility/social utility",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bimfasha kumenya amasomo ndetse nkanasha bagenzi banjye","it helps me know subjects/lessons and i am able help my friends","biology,chemistry,geography","","Biology,Chemistry,Geography",NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.375,0.375,0.435,0.475,0.319,0.377,0.561,0.431,0.554,0.629,0.567,0.404,0.554,0.667,0.667,0.55
32,"m5_5_4","motivation","motivation","B",17,"male","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kuko uzamfasha gutsinda amasomo yanjye kandi nkatsinda neza cyane","because you will help me succeed in my subjects/lessons and be so successful","biology,chemistry,geography","","Biology,Chemistry,Geography",NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.375,0.375,0.435,0.475,0.319,0.377,0.561,0.431,0.554,0.629,0.567,0.404,0.554,0.667,0.667,0.55
32,"m5_5_1","motivation","motivation","B",17,"male","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","learning",NA,NA,"learning",NA,NA,"none","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bimfasha mu kwiga neza no gutsinda amasomo yanjye neza cyane","it helps me study well and succeed in my subjects/lessons very well","biology,chemistry,geography","","Biology,Chemistry,Geography",NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.375,0.375,0.435,0.475,0.319,0.377,0.561,0.431,0.554,0.629,0.567,0.404,0.554,0.667,0.667,0.55
33,"n53_53_4","motivation","demotivation","A",14,"female","1","yes","yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","ability",NA,NA,NA,"different",NA,NA,NA,"coder 2","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"source",NA,"coder 1","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"nta bushake mba mfite","i don’t have the will","physical,chemistry","Physical,Chemistry","",0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0.281,0.596,0.55,0.308,0.583,0.57,0.339,0.422,0.45,0.717,0.675,0.467,0.525,0.517,0.783,0.95
33,"n53_53_3","motivation","demotivation","A",14,"female","1","yes","yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different","ability",NA,NA,"different","ability",NA,NA,"agreement","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","expectancies-consequence",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"mba n'umva muri njye nta bushake kubera ko nt'umva iryosomo","i feel like i don’t have the will because i don’t understand the subject/lesson","physical,chemistry","Physical,Chemistry","",0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0.281,0.596,0.55,0.308,0.583,0.57,0.339,0.422,0.45,0.717,0.675,0.467,0.525,0.517,0.783,0.95
33,"n53_53_1","motivation","demotivation","A",14,"female","1","yes","yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","ability","negative",NA,NA,"task difficulty",NA,NA,NA,"none","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","expectancies-consequence",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ibibazo baba bampaye biba byananiye nkumva ntabyo nshaka","i can't do the questions i am given, i fell like i don’t want to","physical,chemistry","Physical,Chemistry","",0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0.281,0.596,0.55,0.308,0.583,0.57,0.339,0.422,0.45,0.717,0.675,0.467,0.525,0.517,0.783,0.95
33,"n53_53_2","motivation","demotivation","A",14,"female","1","yes","yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative",NA,NA,NA,"ability","negative",NA,NA,"coder 2","ability/ negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies-costs/emotional",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"isomo ndimo gukora ntary'umva mba nta ryishimiye","the lesson i am doing i don’t understand and i am not happy about it","physical,chemistry","Physical,Chemistry","",0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0.281,0.596,0.55,0.308,0.583,0.57,0.339,0.422,0.45,0.717,0.675,0.467,0.525,0.517,0.783,0.95
34,"m170_170_4","motivation","motivation","B",17,"female","3","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","daily life",NA,NA,"daily life",NA,NA,"agreement","daily life",NA,NA,NA,NA,NA,NA,"value/utility/daily life",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bimfasha mubuzima bwanjye","it is useful in my life","maths,biology,ikinyarwanda","","Maths,Biology,Ikinyarwanda",NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,0.439,0.467,0.394,0.475,0.453,0.34,0.331,0.242,0.454,0.7,0.558,0.458,0.596,0.533,0.55,0.967
34,"m170_170_3","motivation","motivation","B",17,"female","3","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","school",NA,NA,"school",NA,NA,"none","other",NA,NA,NA,NA,NA,NA,"value/utility/other",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bimfasha mu masomo yanjye","it helps me in my lessons","maths,biology,ikinyarwanda","","Maths,Biology,Ikinyarwanda",NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,0.439,0.467,0.394,0.475,0.453,0.34,0.331,0.242,0.454,0.7,0.558,0.458,0.596,0.533,0.55,0.967
34,"m170_170_1","motivation","motivation","B",17,"female","3","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bingirira akamaro mu myigire yanjye","it is useful for my studies","maths,biology,ikinyarwanda","","Maths,Biology,Ikinyarwanda",NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,0.439,0.467,0.394,0.475,0.453,0.34,0.331,0.242,0.454,0.7,0.558,0.458,0.596,0.533,0.55,0.967
34,"m170_170_2","motivation","motivation","B",17,"female","3","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bimfasha gukora neza mu kizamini","it helps me do well in the exams","maths,biology,ikinyarwanda","","Maths,Biology,Ikinyarwanda",NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,0.439,0.467,0.394,0.475,0.453,0.34,0.331,0.242,0.454,0.7,0.558,0.458,0.596,0.533,0.55,0.967
35,"m97_97_1","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive",NA,NA,NA,"positive",NA,NA,NA,"agreement","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/intrinsic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nkunda kwiga cyane","i love/like studying","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_10","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","learning",NA,NA,"learning",NA,NA,"agreement","learning",NA,NA,NA,NA,NA,NA,"value/utility/learning utility",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bituma nfunguka mumutwe nkamenya icyo ngomba gukora","it makes me open minded and get to know what i want","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_2","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"different",NA,NA,NA,"none","utility","learning",NA,NA,"learning",NA,NA,"agreement","learning",NA,NA,NA,NA,NA,NA,"value/utility/learning utility",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kubera ko nunguka ubumenyi","because i gain knowledge","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_3","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"goals",NA,NA,NA,"agreement","goals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"goals/social status",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"kubera nshaka kwiga nkagera kure mu mashuri","because i want to go far in studies / get a higher education","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_4","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"goals",NA,NA,NA,"agreement","goals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"goals/social status",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"kubera nshaka kwiga nkaba umuntu ukomeye","because i want to study and become powerful","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_11","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,"agreement",NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bituma umuntu ataba umunebwe mugusubira mu masomo ye","it helps you not to be lazy when revising for subjects/lessons","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_5","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"ability",NA,NA,NA,"coder 1","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kugira ngo mpore niteguye gukora isuzuma bumenyi cyangwa gusubiza neza","so that i can always be ready/prepared to take a test or to give correct answers","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_6","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"ability",NA,NA,NA,"coder 1","utility","learning",NA,NA,"learning",NA,NA,"agreement","learning",NA,NA,NA,NA,NA,NA,"value/utility/learning utility",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kugira ngo mbashe gukora nsubiremo ndebe ko mbizi neza","so that i am able to revise and to see that i know better","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_7","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"utility",NA,NA,NA,"coder 2","utility","social",NA,NA,"social",NA,NA,"agreement","social",NA,NA,NA,NA,NA,NA,"value/utility/social utility",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kugira ngo nzabashe gusobanurira mugenzi wanjye utabyumvise","so that i am able to explain it to my friend who did not understand it","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_8","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"different",NA,NA,NA,"coder 1","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ari ngombwa gukora imyitozo kugira ngo ndebe ko mbizi cyangwa nabyumvise","it is necessary to do the exercises so you are able to tell if you know it or that i didn't understand it","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
35,"m97_97_9","motivation","motivation","B",16,"female","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility","goals",NA,NA,"utility",NA,NA,NA,"coder 2","utility","general","social",NA,"general","social",NA,"agreement","general/ social",NA,NA,NA,NA,NA,NA,"value/utility/general-value/utility/social utility",0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kubera ko ari byiza ku hazaza hawe mu gufasha abandi cyangwa kubakundisha gukora imyitozo","because it is good for your future and to help others or to encourage them to like/love  doing exercises","ikinyarwanda,history","","Ikinyarwanda,History",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.488,0.509,0.581,0.606,0.596,0.513,0.554,0.508,0.625,0.638,0.638,0.563,0.575,0.7,0.65,0.725
36,"n12_12_3","motivation","motivation","A",15,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","ability",NA,NA,NA,"ability",NA,NA,NA,"agreement","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kugira ngo ntazabona zero nkaba nagira amanota mabi","so that i won't get a zero and get bad marks","kinyarwanda, imibare,english","","Kinyarwanda, Imibare,English",NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.475,0.575,0.4,0.488,0.539,0.447,0.356,0.447,0.383,0.725,0.65,0.467,0.417,0.633,0.633,0.733
36,"n12_12_2","motivation","motivation","A",15,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive","different",NA,NA,"positive","task difficulty",NA,NA,"coder 1","different/ positive",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence-value/intrinsic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"isomo mba ryiyumvamo kandi nabishyize ho umwete","i feel/like/love the subject and i put effort on it","kinyarwanda, imibare,english","","Kinyarwanda, Imibare,English",NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.475,0.575,0.4,0.488,0.539,0.447,0.356,0.447,0.383,0.725,0.65,0.467,0.417,0.633,0.633,0.733
36,"n12_12_10","motivation","motivation","A",15,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive","ability",NA,NA,"positive","ability",NA,NA,"agreement","ability/ positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies-value/intrinsic",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mbi kora nishimye kuko nabyumvise","i do it happily because i understood it","kinyarwanda, imibare,english","","Kinyarwanda, Imibare,English",NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.475,0.575,0.4,0.488,0.539,0.447,0.356,0.447,0.383,0.725,0.65,0.467,0.417,0.633,0.633,0.733
36,"n12_12_1","motivation","motivation","A",15,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","ability",NA,NA,NA,"ability","different",NA,NA,"coder 2","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","expectancies-other factors",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"mba nabyumvise kandi umwarimu yabi sobanuye neza","i understand and the the teacher explains it well","kinyarwanda, imibare,english","","Kinyarwanda, Imibare,English",NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.475,0.575,0.4,0.488,0.539,0.447,0.356,0.447,0.383,0.725,0.65,0.467,0.417,0.633,0.633,0.733
36,"n12_12_5","motivation","motivation","A",15,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"mba ndimo ndisuzuma ko ibyo mwarimu yigishije nabimenye neza","i would be practising to see if i understood what the taught us","kinyarwanda, imibare,english","","Kinyarwanda, Imibare,English",NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.475,0.575,0.4,0.488,0.539,0.447,0.356,0.447,0.383,0.725,0.65,0.467,0.417,0.633,0.633,0.733
36,"n12_12_4","motivation","motivation","A",15,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"consequence",NA,"coder 1","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"mbona ntabikoze mwarimu yampa ibihano cyangwa akanyirukana","i feel like the teacher would punish me or expel me","kinyarwanda, imibare,english","","Kinyarwanda, Imibare,English",NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.475,0.575,0.4,0.488,0.539,0.447,0.356,0.447,0.383,0.725,0.65,0.467,0.417,0.633,0.633,0.733
