"sno_student","school","questionnaire_type_initial","coding_round_2_final_coding","sno_questionnaire","sno_statement","sno_segment","sno","age","gender","school_grade","statement_Kinyarwanda","statement_English"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_2","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kukombikurahoubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_1","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kuko mbi kuraho ubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_9","nm38_9_1","motivation5238_9",15,"female",1,"ngira ishyaka gukora umwitozo binyungura ibitekerezo","i have motivation to do my homework, it broaden my mind/thoughts"
94,"A","demotivation","motivation","n38","nm38_5","nm38_5_1","motivation5238_5",15,"female",1,"njyewe ngira ishyaka kubintu bingirira umumaro","i have motivation to things that i can benefit from"
94,"A","demotivation","motivation","n38","nm38_6","nm38_6_1","motivation5238_6",15,"female",1,"ngira ishyaka mu gukora umwitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_2","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kukombikurahoubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_1","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kuko mbi kuraho ubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_9","nm38_9_1","motivation5238_9",15,"female",1,"ngira ishyaka gukora umwitozo binyungura ibitekerezo","i have motivation to do my homework, it broaden my mind/thoughts"
94,"A","demotivation","motivation","n38","nm38_5","nm38_5_1","motivation5238_5",15,"female",1,"njyewe ngira ishyaka kubintu bingirira umumaro","i have motivation to things that i can benefit from"
94,"A","demotivation","motivation","n38","nm38_6","nm38_6_1","motivation5238_6",15,"female",1,"ngira ishyaka mu gukora umwitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_2","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kukombikurahoubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_1","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kuko mbi kuraho ubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_9","nm38_9_1","motivation5238_9",15,"female",1,"ngira ishyaka gukora umwitozo binyungura ibitekerezo","i have motivation to do my homework, it broaden my mind/thoughts"
94,"A","demotivation","motivation","n38","nm38_5","nm38_5_1","motivation5238_5",15,"female",1,"njyewe ngira ishyaka kubintu bingirira umumaro","i have motivation to things that i can benefit from"
94,"A","demotivation","motivation","n38","nm38_6","nm38_6_1","motivation5238_6",15,"female",1,"ngira ishyaka mu gukora umwitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_2","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kukombikurahoubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_1","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kuko mbi kuraho ubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_9","nm38_9_1","motivation5238_9",15,"female",1,"ngira ishyaka gukora umwitozo binyungura ibitekerezo","i have motivation to do my homework, it broaden my mind/thoughts"
94,"A","demotivation","motivation","n38","nm38_5","nm38_5_1","motivation5238_5",15,"female",1,"njyewe ngira ishyaka kubintu bingirira umumaro","i have motivation to things that i can benefit from"
94,"A","demotivation","motivation","n38","nm38_6","nm38_6_1","motivation5238_6",15,"female",1,"ngira ishyaka mu gukora umwitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_2","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kukombikurahoubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_1","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kuko mbi kuraho ubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_9","nm38_9_1","motivation5238_9",15,"female",1,"ngira ishyaka gukora umwitozo binyungura ibitekerezo","i have motivation to do my homework, it broaden my mind/thoughts"
94,"A","demotivation","motivation","n38","nm38_5","nm38_5_1","motivation5238_5",15,"female",1,"njyewe ngira ishyaka kubintu bingirira umumaro","i have motivation to things that i can benefit from"
94,"A","demotivation","motivation","n38","nm38_6","nm38_6_1","motivation5238_6",15,"female",1,"ngira ishyaka mu gukora umwitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_2","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kukombikurahoubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_1","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kuko mbi kuraho ubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_9","nm38_9_1","motivation5238_9",15,"female",1,"ngira ishyaka gukora umwitozo binyungura ibitekerezo","i have motivation to do my homework, it broaden my mind/thoughts"
94,"A","demotivation","motivation","n38","nm38_5","nm38_5_1","motivation5238_5",15,"female",1,"njyewe ngira ishyaka kubintu bingirira umumaro","i have motivation to things that i can benefit from"
94,"A","demotivation","motivation","n38","nm38_6","nm38_6_1","motivation5238_6",15,"female",1,"ngira ishyaka mu gukora umwitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_2","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kukombikurahoubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_4","nm38_4_1","motivation5238_4",15,"female",1,"ngira umuhate kubikunda cyane kuko mbi kuraho ubumenyi rusange","i get encouraged and i love it so much because i gain general knowledge"
94,"A","demotivation","motivation","n38","nm38_9","nm38_9_1","motivation5238_9",15,"female",1,"ngira ishyaka gukora umwitozo binyungura ibitekerezo","i have motivation to do my homework, it broaden my mind/thoughts"
94,"A","demotivation","motivation","n38","nm38_5","nm38_5_1","motivation5238_5",15,"female",1,"njyewe ngira ishyaka kubintu bingirira umumaro","i have motivation to things that i can benefit from"
94,"A","demotivation","motivation","n38","nm38_6","nm38_6_1","motivation5238_6",15,"female",1,"ngira ishyaka mu gukora umwitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","motivation","n38","nm38_8","nm38_8_1","motivation5238_8",15,"female",1,"ngira ishyaka mu mwitozo kuko bituma ugira ubwenge","i have motivation to do my homework because it makes you intelligent/smart"
94,"A","demotivation","demotivation","n38","nm38_1","nm38_1_1","motivation5238_1",15,"female",1,"kubera ntabishaka[ntabikora?] mbifitemo ubushake","because i don’t do it willingly/don’t have the will"
94,"A","demotivation","motivation","n38","nm38_10","nm38_10_1","motivation5238_10",15,"female",1,"ngira ishyaka mu gukora imyitozo kuko ni byiza","i have motivation to do my homework because it is good"
94,"A","demotivation","demotivation","n38","nm38_2","nm38_2_1","motivation5238_2",15,"female",1,"ko ntanyungu mbifitemo","i don’t have anything to gain from it"
94,"A","demotivation","motivation","n38","nm38_3","nm38_3_1","motivation5238_3",15,"female",1,"kandi bituma nsubira mu masomo bikanyungura ubundi bumenyi","and it makes me revise /go back in my notes , makes me gain knowledge"
160,"A","demotivation","demotivation","n5","nm5_4","nm5_4_1","motivation835_4",15,"female",1,"mbanshaka gutsinda ntibikunde","i want to succeed but it doesn’t work out"
160,"A","demotivation","demotivation","n5","nm5_8","nm5_8_1","motivation835_8",15,"female",1,"kuko mba nshaka kugira amanota meza ntibikunde","because i want to have good marks but it doesn't work out"
160,"A","demotivation","demotivation","n5","nm5_1","nm5_1_1","motivation835_1",15,"female",1,"kubera ko nta fata","because i don’t memorize"
160,"A","demotivation","motivation","n5","nm5_6","nm5_6_1","motivation835_6",15,"female",1,"mba nskaka ko ubwenge mbwerekeza mu kwiga","i want that my mind/ brain focusses on studying"
160,"A","demotivation","demotivation","n5","nm5_2","nm5_2_1","motivation835_2",15,"female",1,"mbantishimye","i am not happy"
160,"A","demotivation","demotivation","n5","nm5_10","nm5_10_1","motivation835_10",15,"female",1,"mba nifuza ko na fata mumutwe","i wish i was able to memorize"
160,"A","demotivation","demotivation","n5","nm5_3","nm5_3_1","motivation835_3",15,"female",1,"sinigirira ikireze","i don’t have confidence"
160,"A","demotivation","demotivation","n5","nm5_7","nm5_7_1","motivation835_7",15,"female",1,"hari ibyo mba ntazi","there are some things i don’t know"
160,"A","demotivation","demotivation","n5","nm5_8","nm5_8_2","motivation835_8",15,"female",1,"kuko mba nshaka kugira amanota meza ntibikunde","because i want to have good marks but it doesn't work out"
160,"A","demotivation","demotivation","n5","nm5_5","nm5_5_1","motivation835_5",15,"female",1,"mba numva mfite nkuwa nsobanurira neza natsinda","i feel if i had someone to explain well i would succeed"
44,"A","demotivation","motivation","n56","nm56_5","nm56_5_1","motivation2056_5",14,"female",1,"bimfasha kumenya ibyanaye","it helps me to know what i failed"
44,"A","demotivation","demotivation","n56","nm56_3","nm56_3_1","motivation2056_3",14,"female",1,"nibagiwe","i forgot it"
44,"A","demotivation","demotivation","n56","nm56_2","nm56_2_1","motivation2056_2",14,"female",1,"bikomeye","it is difficult"
44,"A","demotivation","demotivation","n56","nm56_1","nm56_1_1","motivation2056_1",14,"female",1,"ubunebwe","laziness"
66,"A","demotivation","motivation","n57","nm57_1","nm57_1_1","motivation3657_1",12,"male",1,"isomo ndary'umva","the lesson/ subject i understand"
66,"A","demotivation","demotivation","n57","nm57_2","nm57_2_1","motivation3657_2",12,"male",1,"umwarimu wa ryo anshira ho igikabwe [igikabyo?]","[the teacher of that subject exaggerates?]"
66,"A","demotivation","demotivation","n57","nm57_3","nm57_3_1","motivation3657_3",12,"male",1,"kubera ko bingora","because it is difficult"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_3","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_2","motivation7264_7",15,"female",1,"abanyeshuri bamwe bagira ishyaka mu amasomo nuko bababayumva neza kandi bayasobanukiwe","some of the students have motivation to study but it is mainly because they have knowledge of it , and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_1","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_4","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_2","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_2","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_9","nm64_9_1","motivation7264_9",15,"female",1,"amasomo n'umva n'ikinyrwanda,icyongereza na biology","lessons/subjects i understand are: kinyarwanda, english and biology"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_2","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_1","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_1","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated. but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_4","nm64_4_2","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","i have motivation in the subjects because i understand them, they are not difficult for me; so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","motivation","n64","nm64_2","nm64_2_3","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want marks because when i fail i am sad because there are subjects that are difficult for us, mainly language we don't understand it even if we can read the language [you do not] understand what it means in the language you understand."
144,"A","motivation","motivation","n64","nm64_4","nm64_4_1","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","the motivation i have in the studies/subjects is that i understand them so well and i don’t find them to be  difficult. so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_2","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_1","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_1","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_1","motivation7264_7",15,"female",1,"bababayumva neza","some of the students have motivation to study but it is mainly because they have knowledge of it and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_4","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understan. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_2","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_3","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_2","motivation7264_7",15,"female",1,"abanyeshuri bamwe bagira ishyaka mu amasomo nuko bababayumva neza kandi bayasobanukiwe","some of the students have motivation to study but it is mainly because they have knowledge of it , and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_1","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_4","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_2","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_2","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_9","nm64_9_1","motivation7264_9",15,"female",1,"amasomo n'umva n'ikinyrwanda,icyongereza na biology","lessons/subjects i understand are: kinyarwanda, english and biology"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_2","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_1","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_1","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated. but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_4","nm64_4_2","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","i have motivation in the subjects because i understand them, they are not difficult for me; so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","motivation","n64","nm64_2","nm64_2_3","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want marks because when i fail i am sad because there are subjects that are difficult for us, mainly language we don't understand it even if we can read the language [you do not] understand what it means in the language you understand."
144,"A","motivation","motivation","n64","nm64_4","nm64_4_1","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","the motivation i have in the studies/subjects is that i understand them so well and i don’t find them to be  difficult. so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_2","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_1","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
